u;Cluster_1;1;155190589
u;Cluster_1;1;156125115
u;Cluster_1;1;156418310
u;Cluster_1;1;156877651
u;Cluster_1;1;154954417
u;Cluster_1;1;154992278
u;Cluster_1;1;155877961
u;Cluster_1;1;154828532
u;Cluster_1;1;155884504
u;Cluster_1;1;156422180
u;Cluster_1;1;155772457
u;Cluster_1;1;155986591
u;Cluster_1;1;155888082
u;Cluster_1;1;155122490
u;Cluster_1;1;156094260
u;Cluster_1;1;154394760
u;Cluster_1;1;156603168
u;Cluster_1;1;156096218
u;Cluster_1;1;156372883
u;Cluster_1;1;156610857
u;Cluster_1;1;155270845
u;Cluster_1;1;156874393
u;Cluster_1;1;155254048
u;Cluster_1;1;155989863
u;Cluster_1;1;155814039
u;Cluster_1;1;156185667
u;Cluster_1;1;156449468
u;Cluster_1;1;156219476
u;Cluster_1;1;155789193
u;Cluster_1;1;155848457
u;Cluster_1;1;156642365
u;Cluster_1;1;156197880
u;Cluster_1;1;154842181
u;Cluster_1;1;155522140
u;Cluster_1;1;155047594
u;Cluster_1;1;156090600
u;Cluster_1;1;156621775
u;Cluster_1;1;155288662
u;Cluster_1;1;155973487
u;Cluster_1;1;156011040
u;Cluster_1;1;155687024
u;Cluster_1;1;156090028
u;Cluster_1;1;155484754
u;Cluster_1;1;156474726
u;Cluster_1;1;155517067
u;Cluster_1;1;156683075
u;Cluster_1;1;155327248
u;Cluster_1;1;155314301
u;Cluster_1;1;156304182
u;Cluster_1;1;155299205
u;Cluster_1;1;155914533
u;Cluster_1;1;154981504
u;Cluster_1;1;155717455
u;Cluster_1;1;155034931
u;Cluster_1;1;155953192
u;Cluster_1;1;156119759
u;Cluster_1;1;156171391
u;Cluster_1;1;156154336
u;Cluster_1;1;156084929
u;Cluster_1;1;154596164
u;Cluster_1;1;154622433
u;Cluster_1;1;154752165
u;Cluster_1;1;156875764
u;Cluster_1;1;156578879
u;Cluster_1;1;156758705
u;Cluster_1;1;156192642
u;Cluster_1;1;155819465
u;Cluster_1;1;155379401
u;Cluster_1;1;155773783
u;Cluster_1;1;155603849
u;Cluster_1;1;156190377
u;Cluster_1;1;156474509
u;Cluster_1;1;155636341
u;Cluster_1;1;156009748
u;Cluster_1;1;155154318
u;Cluster_1;1;155163961
u;Cluster_1;1;154796695
u;Cluster_1;1;156847040
u;Cluster_1;1;156932024
u;Cluster_1;1;154390233
u;Cluster_1;1;156748471
u;Cluster_1;1;155028072
u;Cluster_1;1;154248050
u;Cluster_1;1;156154013
u;Cluster_1;1;154978171
u;Cluster_1;1;155880739
u;Cluster_1;1;155367847
u;Cluster_1;1;154873203
u;Cluster_1;1;155197637
u;Cluster_1;1;156131025
u;Cluster_1;1;155193048
u;Cluster_1;1;155006832
u;Cluster_1;1;156026842
u;Cluster_1;1;154427931
u;Cluster_1;1;155911750
u;Cluster_1;1;155730676
u;Cluster_1;1;155069320
u;Cluster_1;1;155709300
u;Cluster_1;1;155765125
u;Cluster_1;1;155322383
u;Cluster_1;1;155368239
u;Cluster_1;1;155109549
u;Cluster_1;1;155135197
u;Cluster_1;1;155505634
u;Cluster_1;1;154320640
u;Cluster_1;1;155941156
u;Cluster_1;1;154780415
u;Cluster_1;1;155043022
u;Cluster_1;1;155577808
u;Cluster_1;1;156669509
u;Cluster_1;1;155019633
u;Cluster_1;1;156475351
u;Cluster_1;1;156698313
u;Cluster_1;1;156657562
u;Cluster_1;1;155922371
u;Cluster_1;1;156215217
u;Cluster_1;1;156339720
u;Cluster_1;1;155466752
u;Cluster_1;1;154450516
u;Cluster_1;1;156830143
u;Cluster_1;1;154219781
u;Cluster_1;1;156541259
u;Cluster_1;1;155965692
u;Cluster_1;1;155253569
u;Cluster_1;1;155484311
u;Cluster_1;1;156361264
u;Cluster_1;1;156434814
u;Cluster_1;1;156057988
u;Cluster_1;1;155679670
u;Cluster_1;1;155641685
u;Cluster_1;1;156761224
u;Cluster_1;1;156157888
u;Cluster_1;1;155126162
u;Cluster_1;1;155646846
u;Cluster_1;1;155171301
u;Cluster_1;1;154565318
u;Cluster_1;1;155021390
u;Cluster_1;1;155853409
u;Cluster_1;1;156206734
u;Cluster_1;1;156779150
u;Cluster_1;1;155838240
u;Cluster_1;1;155715542
u;Cluster_1;1;155654386
u;Cluster_1;1;156200082
u;Cluster_1;1;155743188
u;Cluster_1;1;156339546
u;Cluster_1;1;155627444
u;Cluster_1;1;156385082
u;Cluster_1;1;154617624
u;Cluster_1;1;156989525
u;Cluster_1;1;155133488
u;Cluster_1;1;156088564
u;Cluster_1;1;155694971
u;Cluster_1;1;155502598
u;Cluster_1;1;155297939
u;Cluster_1;1;155831272
u;Cluster_1;1;155801489
u;Cluster_1;1;154985569
u;Cluster_1;1;154498904
u;Cluster_1;1;156976904
u;Cluster_1;1;156615444
u;Cluster_1;1;154770628
u;Cluster_1;1;155105571
u;Cluster_1;1;156524959
u;Cluster_1;1;154569996
u;Cluster_1;1;155792245
u;Cluster_1;1;155638535
u;Cluster_1;1;155363518
u;Cluster_1;1;154240485
u;Cluster_1;1;156421875
u;Cluster_1;1;155755969
u;Cluster_1;1;156883010
u;Cluster_1;1;157079414
u;Cluster_1;1;155090301
u;Cluster_1;1;154848369
u;Cluster_1;1;156043702
u;Cluster_1;1;154388769
u;Cluster_1;1;154226233
u;Cluster_1;1;154726230
u;Cluster_1;1;156024566
u;Cluster_1;1;156732228
u;Cluster_1;1;155968719
u;Cluster_1;1;155732829
u;Cluster_1;1;156546315
u;Cluster_1;1;156239403
u;Cluster_1;1;154620049
u;Cluster_1;1;156201754
u;Cluster_1;1;156700955
u;Cluster_1;1;156313905
u;Cluster_1;1;155075019
u;Cluster_1;1;155340075
u;Cluster_1;1;156638109
u;Cluster_1;1;156509497
u;Cluster_1;1;155486487
u;Cluster_1;1;156666116
u;Cluster_1;1;154896709
u;Cluster_1;1;156216560
u;Cluster_1;1;156735260
u;Cluster_1;1;156008544
u;Cluster_1;1;154836158
u;Cluster_1;1;154319187
u;Cluster_1;1;155356564
u;Cluster_1;1;155422713
u;Cluster_1;1;155543561
u;Cluster_1;1;155547016
u;Cluster_1;1;156358496
u;Cluster_1;1;154983104
u;Cluster_1;1;155141902
u;Cluster_1;1;155472311
u;Cluster_1;1;155145174
u;Cluster_1;1;156437546
u;Cluster_1;1;156463727
u;Cluster_1;1;155543999
u;Cluster_1;1;155943778
u;Cluster_1;1;155702721
u;Cluster_1;1;155114717
u;Cluster_1;1;155886324
u;Cluster_1;1;155200269
u;Cluster_1;1;156472404
u;Cluster_1;1;156219838
u;Cluster_1;1;155560895
u;Cluster_1;1;155628037
u;Cluster_1;1;156349794
